"specimen_ID","Genus","species","Subspecies","common_name","Year","yr_accuracy","Status","State","County","Locality","HUC8_number","HUC8_name","GISLatDD","GISLongDD","lat_long_accuracy","lat_long_source","disposal","Museum_Cat_No","record_type","Reference"
1322324,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2016,"Actual","established","FL","Hillsborough","Lower Hillsborough River","3100205","Hillsborough",28.00595,-82.46655,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=29061"
282295,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Caloosahatchee River 1.0 mile East of I-75","3090205","Caloosahatchee",26.7029,-81.7804,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282283,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Caloosahatchee River above Fort Myers Shores","3090205","Caloosahatchee",26.72253,-81.72893,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282292,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Caloosahatchee River above Fort Myers Shores","3090205","Caloosahatchee",26.72253,-81.72893,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282322,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River at Deep Lagoon","3090205","Caloosahatchee",26.543,-81.92677,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282352,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Caloosahatchee River at end of Carolyn Ln","3090205","Caloosahatchee",26.70932,-81.78305,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282336,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River at Fourmile Cove","3090205","Caloosahatchee",26.61392,-81.91722,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282356,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Caloosahatchee River at Havens Island","3090205","Caloosahatchee",26.72008,-81.75167,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282287,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Caloosahatchee River at Havens Island","3090205","Caloosahatchee",26.72008,-81.75167,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282284,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Caloosahatchee River at Havens Island","3090205","Caloosahatchee",26.72008,-81.75167,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282331,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River at Havens Island","3090205","Caloosahatchee",26.72008,-81.75167,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282302,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Caloosahatchee River at Havens Island","3090205","Caloosahatchee",26.72008,-81.75167,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282293,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Caloosahatchee River at Havens Island","3090205","Caloosahatchee",26.72008,-81.75167,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282300,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Caloosahatchee River at Havens Island","3090205","Caloosahatchee",26.72008,-81.75167,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282326,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River at Lee County Utilities Waste Water Treatment Plant","3090205","Caloosahatchee",26.63917,-81.90678,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282328,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River at mouth of Daughtrey Creek","3090205","Caloosahatchee",26.69347,-81.82973,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282309,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Caloosahatchee River at mouth of Daughtrey Creek","3090205","Caloosahatchee",26.69347,-81.82973,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282340,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Caloosahatchee River at mouth of Daughtrey Creek","3090205","Caloosahatchee",26.69347,-81.82973,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282319,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River at mouth of Daughtrey Creek","3090205","Caloosahatchee",26.69347,-81.82973,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282306,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Caloosahatchee River at mouth of Daughtrey Creek","3090205","Caloosahatchee",26.69347,-81.82973,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282337,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River at southern end of RR bridge (W of I-75)","3090205","Caloosahatchee",26.68387,-81.81538,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
271710,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2003,"Publication Year","established","FL","Lee","Caloosahatchee River from Franklin Lock to San Carlos Bay","3090205","Caloosahatchee",26.614006,-81.903076,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=19428"
282316,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Caloosahatchee River just NE of Olga","3090205","Caloosahatchee",26.72448,-81.70252,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282346,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Caloosahatchee River just NW of Olga","3090205","Caloosahatchee",26.72493,-81.71695,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282357,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Caloosahatchee River just NW of Olga","3090205","Caloosahatchee",26.72493,-81.71695,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282341,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Caloosahatchee River just NW of Olga","3090205","Caloosahatchee",26.72493,-81.71695,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282327,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River just NW of Olga","3090205","Caloosahatchee",26.72493,-81.71695,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282307,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Caloosahatchee River just W of HWY 31","3090205","Caloosahatchee",26.71422,-81.76572,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282325,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River on N shore above Caloosahatchee National Wildlife Refuge","3090205","Caloosahatchee",26.70193,-81.79408,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282339,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River on N shore above Caloosahatchee National Wildlife Refuge","3090205","Caloosahatchee",26.70193,-81.79408,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282280,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Caloosahatchee River on N shore above Caloosahatchee National Wildlife Refuge","3090205","Caloosahatchee",26.70193,-81.79408,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282279,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Caloosahatchee River, mid river between HWY 41 and I-75 bridges","3090205","Caloosahatchee",26.6733,-81.84098,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282311,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Caloosahatchee River, mid river between HWY 41 and I-75 bridges","3090205","Caloosahatchee",26.6733,-81.84098,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282296,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Caloosahatchee River, North shore between HWY 41 and HWY 45","3090205","Caloosahatchee",26.66182,-81.8812,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282312,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Caloosahatchee River, North shore between HWY 41 and I-75","3090205","Caloosahatchee",26.68982,-81.84287,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282286,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Caloosahatchee River, South shore just West of RR tracks (South of Beautiful Island)","3090205","Caloosahatchee",26.68215,-81.8157,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282338,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Caloosahatchee River, South shore just West of RR tracks (South of Beautiful Island)","3090205","Caloosahatchee",26.68215,-81.8157,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282290,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Caloosahatchee River, South shore of Beautiful Island","3090205","Caloosahatchee",26.68837,-81.81533,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282303,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Canal off Caloosahatchee River, near mouth of Daughtrey Creek","3090205","Caloosahatchee",26.6996,-81.83413,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282330,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Charlotte Harbor at Matlacha Isles-Matlacha Shores","3100103","Charlotte Harbor",26.65175,-82.0662,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282332,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Charlotte Harbor at Matlacha Isles-Matlacha Shores","3100103","Charlotte Harbor",26.65175,-82.0662,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282308,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Charlotte Harbor on East shore of Pine Island Sound","3100103","Charlotte Harbor",26.56792,-82.12207,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282278,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2003,"Actual","established","FL","Lee","Charlotte Harbor, East shore due East of Little Pine Island","3100103","Charlotte Harbor",26.61663,-82.05235,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
267097,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2008,"Actual","established","FL","Lee","cleared natural area [wetlands], Coconut Point Mall, Estero","3090204","Big Cypress Swamp",26.4097095,-81.807571,"Accurate","reported","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
282117,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2003,"Actual","established","FL","Lee","Culvert Creek","3100103","Charlotte Harbor",26.74422,-82.05966,"Accurate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=19459"
282281,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Daughtrey Creek","3090205","Caloosahatchee",26.70178,-81.83132,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282333,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",1998,"Actual","established","FL","Lee","Daughtrey Creek","3090205","Caloosahatchee",26.70178,-81.83132,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282349,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Daughtrey Creek","3090205","Caloosahatchee",26.70178,-81.83132,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282318,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Daughtrey Creek","3090205","Caloosahatchee",26.70178,-81.83132,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
163694,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",1998,"Actual","established","FL","Lee","Estero Bay, SW FL","3090204","Big Cypress Swamp",26.4247,-81.8592,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=14162"
165330,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Fort Myers","3090205","Caloosahatchee",26.64028,-81.8725,"Approximate","Map derived","NULL","NULL","Specimen","See disposal and Musuem_cat_no fields"
282288,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Hancock Creek above State HWY 78 Alt","3090205","Caloosahatchee",26.67183,-81.90058,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282320,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Hancock Creek at Hancock Bridge Parkway","3090205","Caloosahatchee",26.66032,-81.89673,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282348,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Marsh Point Creek above Riverbend Golf Course","3090205","Caloosahatchee",26.6925,-81.85423,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282305,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Marsh Point Creek above Riverbend Golf Course","3090205","Caloosahatchee",26.6925,-81.85423,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282310,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Marsh Point Creek adjacent to Riverbend Golf Course","3090205","Caloosahatchee",26.68335,-81.85868,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282335,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Marsh Point Creek adjacent to Riverbend Golf Course","3090205","Caloosahatchee",26.68335,-81.85868,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282342,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Marsh Point Creek below Riverbend Golf Course","3090205","Caloosahatchee",26.68087,-81.85583,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282289,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Marsh Point Creek below Riverbend Golf Course","3090205","Caloosahatchee",26.68087,-81.85583,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282297,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Marsh Point Creek below Riverbend Golf Course","3090205","Caloosahatchee",26.68087,-81.85583,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282294,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Marsh Point Creek below Riverbend Golf Course","3090205","Caloosahatchee",26.68087,-81.85583,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
163687,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Matlacha Pass, west of Cape Coral","3090205","Caloosahatchee",26.6167408,-82.059535,"Approximate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=14162"
282291,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Orange River at Hwy 80 bridge","3090205","Caloosahatchee",26.6888,-81.79105,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282323,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Orange River at Hwy 80 bridge","3090205","Caloosahatchee",26.6888,-81.79105,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282334,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Orange River between HWY 80 bridge and mouth of river","3090205","Caloosahatchee",26.68972,-81.79665,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282350,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Orange River just SW of Manatee Park","3090205","Caloosahatchee",26.68923,-81.7816,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282329,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Orange River just SW of Manatee Park","3090205","Caloosahatchee",26.68923,-81.7816,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282321,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Orange River just SW of Manatee Park","3090205","Caloosahatchee",26.68923,-81.7816,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282313,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Orange River just SW of Manatee Park","3090205","Caloosahatchee",26.68923,-81.7816,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282299,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Orange River just SW of Manatee Park","3090205","Caloosahatchee",26.68923,-81.7816,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282282,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2004,"Actual","established","FL","Lee","Orange River just SW of Manatee Park","3090205","Caloosahatchee",26.68923,-81.7816,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282344,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Orange River, 0.2 miles East of Manatee Park","3090205","Caloosahatchee",26.69275,-81.7685,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282345,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Orange River, 0.5 miles East of Manatee Park","3090205","Caloosahatchee",26.69267,-81.7654,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282347,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Orange River, 0.5 miles East of Manatee Park","3090205","Caloosahatchee",26.69267,-81.7654,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282301,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Orange River, 0.5 miles East of Manatee Park","3090205","Caloosahatchee",26.69267,-81.7654,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282298,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Orange River, 0.5 miles East of Manatee Park","3090205","Caloosahatchee",26.69267,-81.7654,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282315,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Orange River, 0.5 miles East of Manatee Park","3090205","Caloosahatchee",26.69267,-81.7654,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282351,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Orange River, 0.5 miles East of Manatee Park","3090205","Caloosahatchee",26.69267,-81.7654,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282355,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Orange River, 1.0 mile East of Manatee Park","3090205","Caloosahatchee",26.6919,-81.75975,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
860057,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2015,"Actual","established","FL","Lee","Pond in Shadow Wood Country Club, Bonita Springs","3090204","Big Cypress Swamp",26.41788,-81.80226,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24369"
282314,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Popash Creek","3090205","Caloosahatchee",26.70658,-81.80705,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282343,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Powell Creek","3090205","Caloosahatchee",26.67002,-81.87605,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
267126,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","residential pond [near Pelican Sound Drive], Pelican Sound","3090204","Big Cypress Swamp",26.4244595,-81.820448,"Accurate","reported","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
282353,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2007,"Actual","established","FL","Lee","Trout Creek at Owl Creek Drive","3090205","Caloosahatchee",26.7273,-81.74972,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282317,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Wyomi Creek at Averly St","3090205","Caloosahatchee",26.56468,-81.89615,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282304,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2005,"Actual","established","FL","Lee","Wyomi Creek at Averly St","3090205","Caloosahatchee",26.56468,-81.89615,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
282324,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2006,"Actual","established","FL","Lee","Wyomi Creek at backwater next to HWY 867 bridge","3090205","Caloosahatchee",26.57637,-81.89727,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24406"
163688,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2003,"Actual","established","FL","Lee","Yucca Pen Creek","3100103","Charlotte Harbor",26.754156,-82.058859,"Accurate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=19459"
862448,"Cichlasoma","urophthalmus","NULL","Mayan Cichlid",2015,"Actual","established","FL","Martin","Canal in Palm City","3090206","Florida Southeast Coast",27.19884,-80.27519,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24369"
